Gender;Age;Smoker_Status;Name;Company;TotalScore;WholeLifeScore;TermsScore;PremiumTerm_Years;AnnualPremium;Number_of_Covered_Major_Illnesses;Number_of_Covered_Early_Illnesses;Maximum_Payout;Waiting_Period;Issue_Age
Female;45;Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 9,153;56;71;900.0%;90 Days;Age 0 to Age 49
Female;45;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 7,605;64;62;950.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 7,080;65;56;500.0%;60 Days;Age 0 to Age 55
Female;45;Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 7,732;88;88;420.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 7,796;60;44;500.0%;90 Days;Age 0 to Age 60
Female;45;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 6,914;63;62;900.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 7,373;62;54;900.0%;60 Days;Age 0 to Age 50
Female;45;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 8,568;58;44;900.0%;90 Days;Age 0 to Age 55
Female;45;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 7,142;62;54;500.0%;60 Days;Age 0 to Age 50
Female;45;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 7,283;62;45;500.0%;60 Days;Age 0 to Age 45
Female;45;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 7,250;53;3;500.0%;90 Days;Age 0 to Age 55
Female;45;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 7,839;55;39;600.0%;90 Days;Age 0 to Age 55
Female;45;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 7,050;55;39;420.0%;90 Days;Age 0 to Age 55
Male;0;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 2,720;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;0;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 2,787;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;0;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 2,763;93;101;900.0%;90 Days;Age 0 to Age 50
Male;0;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 1,665;71;117;700.0%;60 Days;Age 0 to Age 50
Male;0;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 2,295;63;75;1300.0%;60 Days;Age 0 to Age 60
Male;0;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 1,514;69;69;Not specified;60 Days;Age 0 to Age 55
Male;0;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 1,514;69;69;720.0%;60 Days;Age 0 to Age 55
Male;0;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 2,174;62;65;1152.0%;90 Days;Age 0 to Age 55
Male;0;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 1,992;62;65;1121.0%;90 Days;Age 0 to Age 55
Male;0;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 1,904;68;50;740.0%;60 Days;Age 0 to Age 55
Male;0;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 1,726;60;44;900.0%;90 Days;Age 0 to Age 60
Male;0;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 1,775;63;75;1000.0%;60 Days;Age 0 to Age 60
Male;0;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 2,046;89;76;500.0%;60 Days;Age 0 to Age 50
Male;0;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 2,145;93;101;800.0%;90 Days;Age 0 to Age 50
Male;0;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 1,793;60;44;680.0%;90 Days;Age 0 to Age 60
Male;0;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 1,500;71;117;500.0%;60 Days;Age 0 to Age 50
Male;0;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 1,671;71;127;700.0%;60 Days;Age 0 to Age 50
Male;0;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 1,602;58;44;900.0%;90 Days;Age 0 to Age 55
Male;0;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 1,504;60;63;500.0%;90 Days;Age 0 to Age 60
Male;0;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 1,671;69;83;500.0%;60 Days;Age 0 to Age 50
Male;0;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,041;60;30;700.0%;90 Days;Age 0 to Age 60
Male;0;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 2,061;63;62;1100.0%;90 Days;Age 0 to Age 50
Male;0;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 1,916;64;62;950.0%;90 Days;Age 0 to Age 50
Male;0;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 1,465;65;56;500.0%;60 Days;Age 0 to Age 55
Male;0;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 1,667;60;44;500.0%;90 Days;Age 0 to Age 60
Male;0;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 1,742;63;62;900.0%;90 Days;Age 0 to Age 50
Male;0;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;20;USD 1,820;62;54;900.0%;60 Days;Age 0 to Age 50
Male;0;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 2,123;58;44;900.0%;90 Days;Age 0 to Age 55
Male;0;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;20;USD 1,729;62;54;500.0%;60 Days;Age 0 to Age 50
Male;0;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 2,096;62;45;500.0%;60 Days;Age 0 to Age 45
Male;0;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 1,394;53;3;500.0%;90 Days;Age 0 to Age 55
Male;0;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 1,868;55;39;600.0%;90 Days;Age 0 to Age 55
Male;0;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 1,683;55;39;420.0%;90 Days;Age 0 to Age 55
Male;10;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 3,455;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;10;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 3,604;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;10;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 3,402;93;101;900.0%;90 Days;Age 0 to Age 50
Male;10;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 2,168;71;117;700.0%;60 Days;Age 0 to Age 50
Male;10;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 2,885;63;75;1300.0%;60 Days;Age 0 to Age 60
Male;10;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 1,871;69;69;Not specified;60 Days;Age 0 to Age 55
Male;10;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 1,919;69;69;720.0%;60 Days;Age 0 to Age 55
Male;10;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 2,766;62;65;1152.0%;90 Days;Age 0 to Age 55
Male;10;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 2,531;62;65;1121.0%;90 Days;Age 0 to Age 55
Male;10;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 2,171;68;50;740.0%;60 Days;Age 0 to Age 55
Male;10;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 2,224;60;44;900.0%;90 Days;Age 0 to Age 60
Male;10;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 2,223;63;75;1000.0%;60 Days;Age 0 to Age 60
Male;10;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 2,448;89;76;500.0%;60 Days;Age 0 to Age 50
Male;10;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 2,719;93;101;800.0%;90 Days;Age 0 to Age 50
Male;10;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 2,294;60;44;680.0%;90 Days;Age 0 to Age 60
Male;10;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 1,904;71;117;500.0%;60 Days;Age 0 to Age 50
Male;10;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 2,185;71;127;700.0%;60 Days;Age 0 to Age 50
Male;10;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 2,043;58;44;900.0%;90 Days;Age 0 to Age 55
Male;10;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 1,943;60;63;500.0%;90 Days;Age 0 to Age 60
Male;10;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 2,082;69;83;500.0%;60 Days;Age 0 to Age 50
Male;10;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 2,498;63;62;1100.0%;90 Days;Age 0 to Age 50
Male;10;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,705;60;30;700.0%;90 Days;Age 0 to Age 60
Male;10;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 2,286;64;62;950.0%;90 Days;Age 0 to Age 50
Male;10;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 1,891;65;56;500.0%;60 Days;Age 0 to Age 55
Male;10;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 2,123;60;44;500.0%;90 Days;Age 0 to Age 60
Male;10;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 2,078;63;62;900.0%;90 Days;Age 0 to Age 50
Male;10;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;20;USD 2,363;62;54;900.0%;60 Days;Age 0 to Age 50
Male;10;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 2,735;58;44;900.0%;90 Days;Age 0 to Age 55
Male;10;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;20;USD 2,255;62;54;500.0%;60 Days;Age 0 to Age 50
Male;10;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 2,631;62;45;500.0%;60 Days;Age 0 to Age 45
Male;10;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 1,854;53;3;500.0%;90 Days;Age 0 to Age 55
Male;10;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 2,340;55;39;600.0%;90 Days;Age 0 to Age 55
Male;10;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 2,157;55;39;420.0%;90 Days;Age 0 to Age 55
Male;18;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 4,076;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;18;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 4,311;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;18;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 4,140;93;101;900.0%;90 Days;Age 0 to Age 50
Male;18;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 2,649;71;117;700.0%;60 Days;Age 0 to Age 50
Male;18;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 3,480;63;75;1300.0%;60 Days;Age 0 to Age 60
Male;18;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 2,316;69;69;Not specified;60 Days;Age 0 to Age 55
Male;18;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 2,316;69;69;720.0%;60 Days;Age 0 to Age 55
Male;18;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 3,222;62;65;1152.0%;90 Days;Age 0 to Age 55
Male;18;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 2,940;62;65;1121.0%;90 Days;Age 0 to Age 55
Male;18;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 2,586;68;50;740.0%;60 Days;Age 0 to Age 55
Male;18;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 2,773;60;44;900.0%;90 Days;Age 0 to Age 60
Male;18;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 2,678;63;75;1000.0%;60 Days;Age 0 to Age 60
Male;18;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 2,894;89;76;500.0%;60 Days;Age 0 to Age 50
Male;18;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 3,390;93;101;800.0%;90 Days;Age 0 to Age 50
Male;18;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 2,768;60;44;680.0%;90 Days;Age 0 to Age 60
Male;18;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 2,331;71;117;500.0%;60 Days;Age 0 to Age 50
Male;18;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 2,671;71;127;700.0%;60 Days;Age 0 to Age 50
Male;18;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 2,492;58;44;900.0%;90 Days;Age 0 to Age 55
Male;18;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,422;60;63;500.0%;90 Days;Age 0 to Age 60
Male;18;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 2,509;69;83;500.0%;60 Days;Age 0 to Age 50
Male;18;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 3,089;63;62;1100.0%;90 Days;Age 0 to Age 50
Male;18;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,305;60;30;700.0%;90 Days;Age 0 to Age 60
Male;18;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,909;56;71;900.0%;90 Days;Age 0 to Age 49
Male;18;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 2,783;64;62;950.0%;90 Days;Age 0 to Age 50
Male;18;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 2,373;65;56;500.0%;60 Days;Age 0 to Age 55
Male;18;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 2,589;88;88;420.0%;90 Days;Age 0 to Age 50
Male;18;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 2,573;60;44;500.0%;90 Days;Age 0 to Age 60
Male;18;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 2,558;63;62;900.0%;90 Days;Age 0 to Age 50
Male;18;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 2,994;62;54;900.0%;60 Days;Age 0 to Age 50
Male;18;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 3,273;58;44;900.0%;90 Days;Age 0 to Age 55
Male;18;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 2,888;62;54;500.0%;60 Days;Age 0 to Age 50
Male;18;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 3,240;62;45;500.0%;60 Days;Age 0 to Age 45
Male;18;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 2,318;53;3;500.0%;90 Days;Age 0 to Age 55
Male;18;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 2,306;55;39;600.0%;90 Days;Age 0 to Age 55
Male;18;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 2,642;55;39;420.0%;90 Days;Age 0 to Age 55
Male;25;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 4,754;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 5,088;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 5,013;93;101;900.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 3,066;71;117;700.0%;60 Days;Age 0 to Age 50
Male;25;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 4,086;63;75;1300.0%;60 Days;Age 0 to Age 60
Male;25;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 2,862;69;69;Not specified;60 Days;Age 0 to Age 55
Male;25;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 2,787;69;69;720.0%;60 Days;Age 0 to Age 55
Male;25;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 3,734;62;65;1152.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 3,420;62;65;1121.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 3,006;68;50;740.0%;60 Days;Age 0 to Age 55
Male;25;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 3,277;60;44;900.0%;90 Days;Age 0 to Age 60
Male;25;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 3,147;63;75;1000.0%;60 Days;Age 0 to Age 60
Male;25;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 3,471;89;76;500.0%;60 Days;Age 0 to Age 50
Male;25;Non Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 3,557;56;61;860.0%;90 Days;Age 0 to Age 49
Male;25;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 4,162;93;101;800.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 3,260;60;44;680.0%;90 Days;Age 0 to Age 60
Male;25;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 2,723;71;117;500.0%;60 Days;Age 0 to Age 50
Male;25;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 2,959;71;127;700.0%;60 Days;Age 0 to Age 50
Male;25;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 2,955;58;44;900.0%;90 Days;Age 0 to Age 55
Male;25;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,818;60;63;500.0%;90 Days;Age 0 to Age 60
Male;25;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 2,887;69;83;500.0%;60 Days;Age 0 to Age 50
Male;25;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 3,737;63;62;1100.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,970;60;30;700.0%;90 Days;Age 0 to Age 60
Male;25;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,480;56;71;900.0%;90 Days;Age 0 to Age 49
Male;25;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 3,287;64;62;950.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 2,869;65;56;500.0%;60 Days;Age 0 to Age 55
Male;25;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 3,162;88;88;420.0%;90 Days;Age 0 to Age 50
Male;25;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 3,028;60;44;500.0%;90 Days;Age 0 to Age 60
Male;25;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 3,101;63;62;900.0%;90 Days;Age 0 to Age 50
