InsuranceName;Company;Average;WholeLifeScore;TermsScore;Gender;Age;Smoker;PriceYear
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Male;18;Non Smoker;1,815
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Male;18;Non Smoker;1,355
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Male;18;Non Smoker;2,082
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Male;18;Non Smoker;1,444
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Male;18;Non Smoker;1,691
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Male;18;Non Smoker;2,464
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Male;18;Non Smoker;2,306
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Male;18;Non Smoker;1,967
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Male;25;Non Smoker;3,066
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Male;25;Non Smoker;2,862
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Male;25;Non Smoker;2,787
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;25;Non Smoker;4,754
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;25;Non Smoker;5,088
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;25;Non Smoker;3,420
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;25;Non Smoker;3,734
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Male;25;Non Smoker;4,086
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Male;25;Non Smoker;3,737
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Male;25;Non Smoker;3,471
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Male;25;Non Smoker;2,887
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Male;25;Non Smoker;5,013
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Male;25;Non Smoker;2,723
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Male;25;Non Smoker;3,277
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Male;25;Non Smoker;2,959
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Male;25;Non Smoker;3,101
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Male;25;Non Smoker;3,006
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Male;25;Non Smoker;2,869
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Male;25;Non Smoker;4,162
Health Critical Illness Extended Care III;Prudential | 保誠保險;8.6;8.9 / 10;6.3 / 10;Male;25;Non Smoker;3,557
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Male;25;Non Smoker;3,287
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Male;25;Non Smoker;3,260
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Male;25;Non Smoker;3,147
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Male;25;Non Smoker;3,480
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Male;25;Non Smoker;2,818
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Male;25;Non Smoker;3,970
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Male;25;Non Smoker;3,028
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Male;25;Non Smoker;2,955
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Male;25;Non Smoker;3,763
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Male;25;Non Smoker;3,162
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Male;25;Non Smoker;3,815
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Male;25;Non Smoker;3,840
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Male;25;Non Smoker;3,656
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Male;25;Non Smoker;2,880
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Male;25;Non Smoker;3,215
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Male;25;Non Smoker;3,453
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Male;25;Non Smoker;2,442
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Male;25;Non Smoker;2,853
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Male;25;Non Smoker;2,084
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Male;25;Non Smoker;2,601
PRUHealth Critical Illness First Protect II;Prudential | 保誠保險;5.3;5.6 / 10;2.8 / 10;Male;25;Non Smoker;2,343
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Male;25;Non Smoker;2,274
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Male;25;Non Smoker;1,715
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Male;25;Non Smoker;2,469
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Male;25;Non Smoker;1,758
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Male;25;Non Smoker;2,108
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Male;25;Non Smoker;3,009
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Male;25;Non Smoker;2,814
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Male;25;Non Smoker;2,369
EasyWell Critical Illness Protector;Prudential | 保誠保險;4.6;4.9 / 10;1.8 / 10;Male;25;Non Smoker;1,466
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Male;30;Non Smoker;3,612
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Male;30;Non Smoker;3,372
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Male;30;Non Smoker;3,200
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;30;Non Smoker;5,367
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;30;Non Smoker;5,783
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;30;Non Smoker;3,912
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;30;Non Smoker;4,259
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Male;30;Non Smoker;4,706
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Male;30;Non Smoker;4,320
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Male;30;Non Smoker;3,938
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Male;30;Non Smoker;3,385
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Male;30;Non Smoker;5,791
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Male;30;Non Smoker;3,183
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Male;30;Non Smoker;3,808
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Male;30;Non Smoker;3,486
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Male;30;Non Smoker;3,597
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Male;30;Non Smoker;3,422
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Male;30;Non Smoker;3,387
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Male;30;Non Smoker;4,828
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Male;30;Non Smoker;3,543
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Male;30;Non Smoker;3,757
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Male;30;Non Smoker;3,651
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Male;30;Non Smoker;3,975
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Male;30;Non Smoker;3,325
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Male;30;Non Smoker;4,637
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Male;30;Non Smoker;3,490
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Male;30;Non Smoker;3,449
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Male;30;Non Smoker;4,548
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Male;30;Non Smoker;3,673
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Male;30;Non Smoker;4,212
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Male;30;Non Smoker;4,266
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Male;30;Non Smoker;4,421
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Male;30;Non Smoker;3,387
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Male;30;Non Smoker;3,717
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Male;30;Non Smoker;3,279
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Male;30;Non Smoker;2,805
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Male;30;Non Smoker;3,323
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Male;30;Non Smoker;2,394
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Male;30;Non Smoker;3,023
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Male;30;Non Smoker;2,741
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Male;30;Non Smoker;2,081
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Male;30;Non Smoker;2,866
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Male;30;Non Smoker;2,068
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Male;30;Non Smoker;2,507
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Male;30;Non Smoker;3,399
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Male;30;Non Smoker;3,279
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Male;30;Non Smoker;2,778
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Male;40;Non Smoker;5,274
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Male;40;Non Smoker;4,982
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Male;40;Non Smoker;4,805
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;40;Non Smoker;7,778
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;40;Non Smoker;8,381
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;40;Non Smoker;5,613
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;40;Non Smoker;6,083
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Male;40;Non Smoker;6,545
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Male;40;Non Smoker;5,990
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Male;40;Non Smoker;5,295
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Male;40;Non Smoker;5,026
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Male;40;Non Smoker;8,148
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Male;40;Non Smoker;4,466
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Male;40;Non Smoker;5,411
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Male;40;Non Smoker;5,076
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Male;40;Non Smoker;5,192
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Male;40;Non Smoker;4,925
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Male;40;Non Smoker;4,722
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Male;40;Non Smoker;6,667
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Male;40;Non Smoker;4,985
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Male;40;Non Smoker;5,035
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Male;40;Non Smoker;5,292
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Male;40;Non Smoker;5,676
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Male;40;Non Smoker;4,538
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Male;40;Non Smoker;6,191
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Male;40;Non Smoker;4,678
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Male;40;Non Smoker;5,027
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Male;40;Non Smoker;6,599
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Male;40;Non Smoker;4,941
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Male;40;Non Smoker;5,696
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Male;40;Non Smoker;5,574
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Male;40;Non Smoker;6,416
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Male;40;Non Smoker;4,650
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Male;40;Non Smoker;5,246
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Male;40;Non Smoker;4,478
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Male;40;Non Smoker;3,939
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Male;40;Non Smoker;4,680
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Male;40;Non Smoker;3,599
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Male;40;Non Smoker;3,879
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Male;40;Non Smoker;3,927
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Male;40;Non Smoker;3,215
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Male;40;Non Smoker;3,940
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Male;40;Non Smoker;3,204
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Male;40;Non Smoker;3,693
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Male;40;Non Smoker;4,282
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Male;40;Non Smoker;4,478
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Male;40;Non Smoker;3,923
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Male;45;Non Smoker;6,329
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Male;45;Non Smoker;6,764
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Male;45;Non Smoker;6,591
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;45;Non Smoker;9,411
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;45;Non Smoker;10,140
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;45;Non Smoker;6,665
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;45;Non Smoker;7,187
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Male;45;Non Smoker;7,962
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Male;45;Non Smoker;7,239
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Male;45;Non Smoker;6,519
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Male;45;Non Smoker;5,985
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Male;45;Non Smoker;9,811
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Male;45;Non Smoker;5,289
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Male;45;Non Smoker;6,412
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Male;45;Non Smoker;6,103
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Male;45;Non Smoker;6,206
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Male;45;Non Smoker;5,786
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Male;45;Non Smoker;5,698
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Male;45;Non Smoker;7,942
Health Critical Illness Extended Care III;Prudential | 保誠保險;8.6;8.9 / 10;6.3 / 10;Male;45;Non Smoker;6,509
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Male;45;Non Smoker;5,958
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Male;45;Non Smoker;5,996
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Male;45;Non Smoker;6,494
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Male;45;Non Smoker;6,687
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Male;45;Non Smoker;5,491
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Male;45;Non Smoker;7,028
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Male;45;Non Smoker;5,602
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Male;45;Non Smoker;6,191
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Male;45;Non Smoker;7,669
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Male;45;Non Smoker;5,629
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Male;45;Non Smoker;6,705
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Male;45;Non Smoker;6,537
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Male;45;Non Smoker;7,462
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Male;45;Non Smoker;5,552
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Male;45;Non Smoker;6,144
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Male;45;Non Smoker;6,465
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Male;45;Non Smoker;4,746
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Male;45;Non Smoker;5,732
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Male;45;Non Smoker;4,163
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Male;45;Non Smoker;4,581
PRUHealth Critical Illness First Protect II;Prudential | 保誠保險;5.3;5.6 / 10;2.8 / 10;Male;45;Non Smoker;4,397
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Male;45;Non Smoker;4,628
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Male;45;Non Smoker;3,929
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Male;45;Non Smoker;4,675
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Male;45;Non Smoker;3,784
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Male;45;Non Smoker;4,571
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Male;45;Non Smoker;5,395
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Male;45;Non Smoker;5,291
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Male;45;Non Smoker;4,728
EasyWell Critical Illness Protector;Prudential | 保誠保險;4.6;4.9 / 10;1.8 / 10;Male;45;Non Smoker;4,058
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;0;Non Smoker;1,632
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;0;Non Smoker;1,514
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;0;Non Smoker;1,514
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;0;Non Smoker;2,466
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;0;Non Smoker;2,528
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;0;Non Smoker;1,811
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;0;Non Smoker;1,976
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;0;Non Smoker;2,118
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;0;Non Smoker;1,964
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;0;Non Smoker;2,192
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;0;Non Smoker;1,587
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;0;Non Smoker;2,910
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;0;Non Smoker;1,448
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;0;Non Smoker;1,739
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;0;Non Smoker;1,671
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;0;Non Smoker;1,688
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;0;Non Smoker;1,793
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;0;Non Smoker;1,423
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;0;Non Smoker;2,088
